n, mean, var, SE_mean, SE_var, mean_lower95, mean_upper95, var_lower95, var_upper95
200,-0.584891,1.802993,0.094947,0.180752,-0.770987,-0.398795,1.448719,2.157266
200,-0.343725,2.067399,0.101671,0.207259,-0.543000,-0.144450,1.661172,2.473626
200,-0.415984,1.780908,0.094364,0.178538,-0.600937,-0.231031,1.430974,2.130842
200,-0.528768,2.234783,0.105707,0.224039,-0.735953,-0.321583,1.795667,2.673900
200,-0.593295,2.161204,0.103952,0.216663,-0.797041,-0.389549,1.736545,2.585862
200,-0.480107,1.810855,0.095154,0.181540,-0.666608,-0.293605,1.455037,2.166674
200,-0.494209,2.038775,0.100965,0.204389,-0.692099,-0.296318,1.638172,2.439378
200,-0.535125,2.205780,0.105019,0.221131,-0.740961,-0.329289,1.772362,2.639198
200,-0.738936,1.614113,0.089836,0.161816,-0.915015,-0.562856,1.296953,1.931273
200,-0.455803,2.392514,0.109374,0.239852,-0.670175,-0.241431,1.922404,2.862623
200,-0.523014,2.299916,0.107236,0.230569,-0.733196,-0.312831,1.848001,2.751831
200,-0.566766,1.784537,0.094460,0.178902,-0.751908,-0.381625,1.433890,2.135184
200,-0.398311,2.197023,0.104810,0.220254,-0.603738,-0.192884,1.765326,2.628720
200,-0.519465,2.024820,0.100619,0.202990,-0.716678,-0.322253,1.626960,2.422681
200,-0.436117,2.067053,0.101663,0.207224,-0.635375,-0.236858,1.660894,2.473213
200,-0.466024,2.196278,0.104792,0.220179,-0.671417,-0.260632,1.764728,2.627829
200,-0.824579,2.140565,0.103454,0.214594,-1.027350,-0.621809,1.719962,2.561169
200,-0.504386,2.156834,0.103847,0.216225,-0.707926,-0.300847,1.733034,2.580634
200,-0.411744,2.150572,0.103696,0.215597,-0.614988,-0.208500,1.728002,2.573142
200,-0.468693,1.999922,0.099998,0.200494,-0.664689,-0.272697,1.606954,2.392890
200,-0.477576,2.123401,0.103039,0.212873,-0.679532,-0.275620,1.706170,2.540632
200,-0.662281,1.934907,0.098359,0.193976,-0.855065,-0.469497,1.554714,2.315101
200,-0.420857,1.906714,0.097640,0.191150,-0.612232,-0.229483,1.532060,2.281367
200,-0.638418,1.948209,0.098697,0.195310,-0.831864,-0.444973,1.565402,2.331016
200,-0.665541,1.818793,0.095362,0.182336,-0.852451,-0.478631,1.461415,2.176171
200,-0.440616,1.922739,0.098049,0.192756,-0.632792,-0.248439,1.544936,2.300541
200,-0.288012,2.113113,0.102789,0.211842,-0.489478,-0.086546,1.697903,2.528322
200,-0.472637,1.875557,0.096839,0.188026,-0.662441,-0.282833,1.507025,2.244088
200,-0.592099,2.048650,0.101209,0.205379,-0.790469,-0.393729,1.646107,2.451193
200,-0.470827,1.787802,0.094546,0.179229,-0.656137,-0.285516,1.436514,2.139091
200,-0.724936,2.054411,0.101351,0.205957,-0.923584,-0.526288,1.650736,2.458086
200,-0.649549,2.112602,0.102776,0.211790,-0.850991,-0.448107,1.697493,2.527711
200,-0.527432,1.983774,0.099594,0.198875,-0.722635,-0.332228,1.593979,2.373570
200,-0.491959,1.911555,0.097764,0.191635,-0.683576,-0.300341,1.535950,2.287160
200,-0.582932,2.392993,0.109384,0.239900,-0.797325,-0.368538,1.922789,2.863196
200,-0.412762,2.116125,0.102862,0.212144,-0.614372,-0.211152,1.700324,2.531926
200,-0.423296,1.631424,0.090317,0.163552,-0.600317,-0.246275,1.310862,1.951985
200,-0.433336,1.776412,0.094245,0.178087,-0.618055,-0.248616,1.427362,2.125463
200,-0.394512,1.817787,0.095336,0.182235,-0.581370,-0.207654,1.460607,2.174968
200,-0.375081,2.040135,0.100998,0.204525,-0.573037,-0.177124,1.639265,2.441005
200,-0.507541,1.910045,0.097725,0.191484,-0.699082,-0.315999,1.534737,2.285354
200,-0.486867,1.904023,0.097571,0.190880,-0.678107,-0.295628,1.529898,2.278148
200,-0.549816,2.141649,0.103481,0.214702,-0.752639,-0.346994,1.720833,2.562466
200,-0.405462,1.711263,0.092500,0.171556,-0.586763,-0.224162,1.375014,2.047513
200,-0.341883,2.205363,0.105009,0.221090,-0.547700,-0.136066,1.772027,2.638699
200,-0.463340,2.440459,0.110464,0.244658,-0.679850,-0.246831,1.960929,2.919989
200,-0.396194,1.831328,0.095690,0.183592,-0.583747,-0.208641,1.471487,2.191169
200,-0.684422,1.894164,0.097318,0.189892,-0.875166,-0.493679,1.521976,2.266351
200,-0.352110,2.026167,0.100652,0.203125,-0.549388,-0.154832,1.628042,2.424293
200,-0.660089,2.228581,0.105560,0.223417,-0.866986,-0.453191,1.790683,2.666480
200,-0.383928,1.985191,0.099629,0.199017,-0.579201,-0.188655,1.595117,2.375265
200,-0.522000,1.917619,0.097919,0.192243,-0.713921,-0.330079,1.540823,2.294416
200,-0.447162,1.968256,0.099203,0.197320,-0.641601,-0.252724,1.581510,2.355002
200,-0.418607,1.761295,0.093843,0.176571,-0.602539,-0.234675,1.415215,2.107375
200,-0.443918,2.010265,0.100256,0.201531,-0.640420,-0.247415,1.615265,2.405266
200,-0.342020,1.836093,0.095815,0.184070,-0.529817,-0.154223,1.475316,2.196870
200,-0.433319,1.877622,0.096892,0.188233,-0.623228,-0.243410,1.508684,2.246559
200,-0.429583,1.907698,0.097665,0.191249,-0.621007,-0.238159,1.532851,2.282545
200,-0.605877,1.790443,0.094616,0.179494,-0.791325,-0.420429,1.438636,2.142250
200,-0.553625,2.055310,0.101373,0.206047,-0.752316,-0.354933,1.651458,2.459161
200,-0.643950,2.118798,0.102927,0.212411,-0.845687,-0.442213,1.702471,2.535124
200,-0.446220,2.310292,0.107478,0.231609,-0.656876,-0.235564,1.856339,2.764246
200,-0.520946,2.195279,0.104768,0.220079,-0.726292,-0.315600,1.763924,2.626633
200,-0.553095,2.188509,0.104607,0.219400,-0.758124,-0.348066,1.758485,2.618534
200,-0.365128,1.935796,0.098382,0.194065,-0.557956,-0.172299,1.555428,2.316164
200,-0.435341,1.778979,0.094313,0.178344,-0.620194,-0.250488,1.429424,2.128534
200,-0.454425,1.698557,0.092156,0.170282,-0.635051,-0.273799,1.364804,2.032309
200,-0.556344,2.256291,0.106214,0.226195,-0.764524,-0.348164,1.812948,2.699634
200,-0.636223,1.983649,0.099590,0.198863,-0.831420,-0.441025,1.593878,2.373420
200,-0.456032,1.739823,0.093269,0.174419,-0.638839,-0.273224,1.397962,2.081684
200,-0.277954,1.773637,0.094171,0.177809,-0.462529,-0.093379,1.425132,2.122142
200,-0.413587,2.254630,0.106175,0.226029,-0.621690,-0.205484,1.811614,2.697646
200,-0.371652,1.926112,0.098135,0.193095,-0.563997,-0.179306,1.547647,2.304578
200,-0.481134,2.082753,0.102048,0.208798,-0.681148,-0.281120,1.673509,2.491997
200,-0.330822,2.413091,0.109843,0.241915,-0.546114,-0.115530,1.938938,2.887244
200,-0.270117,1.949999,0.098742,0.195489,-0.463651,-0.076582,1.566840,2.333157
200,-0.625204,1.926890,0.098155,0.193172,-0.817588,-0.432820,1.548271,2.305508
200,-0.502215,1.867311,0.096626,0.187200,-0.691602,-0.312828,1.500399,2.234222
200,-0.470710,1.996654,0.099916,0.200166,-0.666546,-0.274874,1.604328,2.388981
200,-0.601592,2.647373,0.115052,0.265402,-0.827093,-0.376091,2.127186,3.167560
200,-0.417011,1.734933,0.093138,0.173929,-0.599561,-0.234461,1.394033,2.075833
200,-0.350337,1.894996,0.097340,0.189975,-0.541122,-0.159551,1.522645,2.267348
200,-0.614167,2.073897,0.101831,0.207910,-0.813755,-0.414579,1.666393,2.481401
200,-0.610210,1.972793,0.099318,0.197774,-0.804872,-0.415548,1.585155,2.360431
200,-0.443221,1.921724,0.098024,0.192655,-0.635347,-0.251095,1.544121,2.299327
200,-0.565868,1.690074,0.091926,0.169431,-0.746042,-0.385693,1.357988,2.022160
200,-0.426756,2.060607,0.101504,0.206578,-0.625704,-0.227808,1.655714,2.465499
200,-0.263155,1.759318,0.093790,0.176373,-0.446984,-0.079326,1.413627,2.105010
200,-0.470798,1.870330,0.096704,0.187502,-0.660338,-0.281259,1.502825,2.237835
200,-0.465275,2.112397,0.102772,0.211770,-0.666708,-0.263843,1.697328,2.527465
200,-0.600411,2.017162,0.100428,0.202222,-0.797250,-0.403571,1.620806,2.413518
200,-0.465086,1.970247,0.099253,0.197519,-0.659622,-0.270549,1.583110,2.357385
200,-0.349523,1.986170,0.099654,0.199115,-0.544844,-0.154202,1.595904,2.376437
200,-0.400626,1.883709,0.097049,0.188844,-0.590842,-0.210410,1.513576,2.253843
200,-0.424052,2.051752,0.101286,0.205690,-0.622571,-0.225532,1.648600,2.454905
200,-0.505926,1.746645,0.093452,0.175103,-0.689092,-0.322761,1.403444,2.089847
200,-0.442026,2.116601,0.102874,0.212191,-0.643659,-0.240394,1.700706,2.532496
200,-0.411051,2.083009,0.102054,0.208824,-0.611077,-0.211025,1.673715,2.492304
200,-0.434453,1.863614,0.096530,0.186829,-0.623652,-0.245254,1.497429,2.229799
200,-0.619713,2.134706,0.103313,0.214006,-0.822206,-0.417220,1.715253,2.554158
200,-0.393242,1.881810,0.097000,0.188653,-0.583362,-0.203121,1.512049,2.251570
200,-0.486546,1.823346,0.095482,0.182792,-0.673690,-0.299403,1.465073,2.181618
200,-0.505231,1.853102,0.096258,0.185775,-0.693895,-0.316566,1.488983,2.217222
200,-0.387213,1.460800,0.085463,0.146447,-0.554721,-0.219704,1.173765,1.747835
200,-0.531883,1.626957,0.090193,0.163104,-0.708662,-0.355105,1.307273,1.946641
200,-0.397204,2.034214,0.100852,0.203932,-0.594873,-0.199534,1.634507,2.433920
200,-0.498830,1.684500,0.091774,0.168873,-0.678708,-0.318953,1.353510,2.015491
200,-0.735584,2.400812,0.109563,0.240684,-0.950328,-0.520841,1.929072,2.872551
200,-0.497882,2.191535,0.104679,0.219703,-0.703053,-0.292712,1.760916,2.622154
200,-0.474335,1.943016,0.098565,0.194789,-0.667523,-0.281148,1.561229,2.324802
200,-0.490732,1.818126,0.095345,0.182269,-0.677608,-0.303857,1.460879,2.175373
200,-0.561778,2.143880,0.103535,0.214926,-0.764706,-0.358850,1.722625,2.565135
200,-0.362853,2.090402,0.102235,0.209565,-0.563234,-0.162472,1.679655,2.501149
200,-0.478809,2.133782,0.103290,0.213914,-0.681258,-0.276359,1.714511,2.553052
200,-0.614940,2.212004,0.105167,0.221755,-0.821066,-0.408813,1.777363,2.646644
200,-0.588657,2.002064,0.100052,0.200709,-0.784758,-0.392556,1.608675,2.395453
200,-0.520505,2.239860,0.105827,0.224548,-0.727926,-0.313085,1.799746,2.679974
200,-0.385948,2.270621,0.106551,0.227632,-0.594788,-0.177108,1.824462,2.716779
200,-0.456699,1.679479,0.091637,0.168369,-0.636309,-0.277090,1.349475,2.009483
200,-0.433270,2.003968,0.100099,0.200900,-0.629464,-0.237075,1.610205,2.397732
200,-0.504486,1.904616,0.097586,0.190940,-0.695755,-0.313217,1.530375,2.278858
200,-0.520754,2.445765,0.110584,0.245190,-0.737498,-0.304009,1.965192,2.926338
200,-0.517079,1.785967,0.094498,0.179045,-0.702295,-0.331864,1.435039,2.136895
200,-0.523547,1.926517,0.098146,0.193135,-0.715912,-0.331181,1.547972,2.305062
200,-0.454008,2.307443,0.107411,0.231323,-0.664534,-0.243481,1.854049,2.760837
200,-0.459164,1.895783,0.097360,0.190054,-0.649989,-0.268339,1.523277,2.268289
200,-0.651479,1.546709,0.087941,0.155059,-0.823843,-0.479116,1.242794,1.850625
200,-0.317929,1.601415,0.089482,0.160543,-0.493314,-0.142543,1.286750,1.916081
200,-0.538890,1.728005,0.092952,0.173234,-0.721076,-0.356705,1.388466,2.067544
200,-0.314337,2.223397,0.105437,0.222898,-0.520993,-0.107680,1.786518,2.660277
200,-0.597299,2.014705,0.100367,0.201976,-0.794018,-0.400579,1.618832,2.410578
200,-0.551620,1.584162,0.088999,0.158814,-0.726058,-0.377182,1.272887,1.895437
200,-0.380736,1.618280,0.089952,0.162234,-0.557043,-0.204430,1.300302,1.936259
200,-0.542173,2.128768,0.103169,0.213411,-0.744384,-0.339961,1.710483,2.547054
200,-0.395937,1.958136,0.098948,0.196305,-0.589874,-0.201999,1.573378,2.342894
200,-0.493176,1.984984,0.099624,0.198996,-0.688439,-0.297914,1.594950,2.375017
200,-0.506620,2.339579,0.108157,0.234545,-0.718608,-0.294633,1.879870,2.799287
200,-0.321381,1.806197,0.095031,0.181073,-0.507643,-0.135119,1.451294,2.161100
200,-0.516170,1.771250,0.094108,0.177569,-0.700621,-0.331719,1.423214,2.119286
200,-0.680445,1.832082,0.095710,0.183668,-0.868037,-0.492853,1.472092,2.192071
200,-0.493390,1.961802,0.099040,0.196673,-0.687510,-0.299271,1.576324,2.347281
200,-0.586185,2.098826,0.102441,0.210409,-0.786969,-0.385401,1.686424,2.511229
200,-0.503198,2.185867,0.104543,0.219135,-0.708103,-0.298292,1.756362,2.615372
200,-0.619800,2.073230,0.101814,0.207843,-0.819356,-0.420244,1.665857,2.480602
200,-0.579890,1.720999,0.092763,0.172532,-0.761705,-0.398074,1.382837,2.059161
200,-0.697406,1.990750,0.099768,0.199575,-0.892952,-0.501860,1.599584,2.381916
200,-0.615290,2.192358,0.104699,0.219786,-0.820499,-0.410080,1.761578,2.623139
200,-0.483940,2.019389,0.100484,0.202446,-0.680887,-0.286992,1.622596,2.416183
200,-0.552548,2.047259,0.101175,0.205240,-0.750851,-0.354246,1.644990,2.449529
200,-0.415196,1.883340,0.097040,0.188807,-0.605394,-0.224998,1.513279,2.253401
200,-0.489446,2.173396,0.104245,0.217885,-0.693766,-0.285126,1.746341,2.600451
200,-0.538304,2.042604,0.101059,0.204773,-0.736380,-0.340227,1.641249,2.443960
200,-0.362857,2.072139,0.101787,0.207734,-0.562360,-0.163353,1.664980,2.479297
200,-0.461421,1.976355,0.099407,0.198131,-0.656259,-0.266583,1.588017,2.364692
200,-0.532161,1.923735,0.098075,0.192856,-0.724387,-0.339934,1.545736,2.301733
200,-0.456166,1.984158,0.099603,0.198914,-0.651389,-0.260944,1.594287,2.374029
200,-0.601644,2.038782,0.100965,0.204390,-0.799535,-0.403753,1.638178,2.439386
200,-0.561822,2.127894,0.103148,0.213323,-0.763992,-0.359652,1.709780,2.546008
200,-0.498486,1.869504,0.096683,0.187420,-0.687984,-0.308989,1.502162,2.236847
200,-0.512980,1.799383,0.094852,0.180390,-0.698890,-0.327070,1.445819,2.152947
200,-0.435806,2.150285,0.103689,0.215568,-0.639037,-0.232575,1.727772,2.572799
200,-0.639985,2.064729,0.101605,0.206991,-0.839131,-0.440838,1.659026,2.470431
200,-0.417866,2.335357,0.108059,0.234122,-0.629662,-0.206070,1.876479,2.794236
200,-0.480122,1.783153,0.094423,0.178763,-0.665191,-0.295052,1.432778,2.133528
200,-0.474559,1.895779,0.097360,0.190054,-0.665383,-0.283734,1.523274,2.268284
200,-0.445482,2.155773,0.103821,0.216118,-0.648972,-0.241992,1.732181,2.579365
200,-0.408524,1.963191,0.099075,0.196812,-0.602712,-0.214336,1.577440,2.348942
200,-0.488126,2.030877,0.100769,0.203597,-0.685633,-0.290619,1.631826,2.429927
200,-0.376080,2.016433,0.100410,0.202149,-0.572883,-0.179276,1.620220,2.412646
200,-0.488036,1.966354,0.099155,0.197129,-0.682380,-0.293692,1.579981,2.352726
200,-0.545259,2.145321,0.103569,0.215070,-0.748255,-0.342263,1.723783,2.566859
200,-0.306055,2.038782,0.100965,0.204390,-0.503947,-0.108164,1.638178,2.439386
200,-0.591226,2.114709,0.102828,0.212002,-0.792768,-0.389684,1.699186,2.530232
200,-0.612816,1.665717,0.091261,0.166990,-0.791688,-0.433945,1.338417,1.993016
200,-0.566627,2.187661,0.104586,0.219315,-0.771617,-0.361638,1.757803,2.617519
200,-0.717935,2.340468,0.108177,0.234634,-0.929963,-0.505908,1.880585,2.800350
200,-0.298598,1.893279,0.097295,0.189803,-0.489297,-0.107899,1.521265,2.265292
200,-0.410293,1.894451,0.097326,0.189920,-0.601051,-0.219535,1.522207,2.266695
200,-0.539896,1.960599,0.099010,0.196552,-0.733955,-0.345836,1.575357,2.345841
200,-0.611324,1.855776,0.096327,0.186043,-0.800124,-0.422523,1.491131,2.220420
200,-0.443895,1.965211,0.099126,0.197014,-0.638183,-0.249607,1.579063,2.351359
200,-0.519998,2.294606,0.107112,0.230036,-0.729937,-0.310058,1.843734,2.745477
200,-0.588794,1.755243,0.093681,0.175965,-0.772410,-0.405179,1.410352,2.100134
200,-0.620698,1.923808,0.098077,0.192864,-0.812928,-0.428467,1.545795,2.301820
200,-0.444564,2.251711,0.106106,0.225736,-0.652532,-0.236595,1.809268,2.694154
200,-0.575917,1.749264,0.093522,0.175365,-0.759220,-0.392614,1.405548,2.092980
200,-0.358242,1.994354,0.099859,0.199936,-0.553965,-0.162518,1.602480,2.386229
200,-0.614398,2.031179,0.100776,0.203628,-0.811920,-0.416876,1.632069,2.430289
200,-0.566261,1.908422,0.097684,0.191321,-0.757721,-0.374801,1.533433,2.283412
200,-0.577826,1.817216,0.095321,0.182178,-0.764655,-0.390997,1.460148,2.174284
200,-0.462240,2.194128,0.104741,0.219963,-0.667532,-0.256948,1.763000,2.625256
200,-0.595768,2.374967,0.108972,0.238093,-0.809352,-0.382183,1.908306,2.841629
200,-0.468452,2.341922,0.108211,0.234780,-0.680545,-0.256358,1.881753,2.802090
200,-0.549022,2.142306,0.103497,0.214768,-0.751875,-0.346169,1.721360,2.563252
200,-0.603807,1.994851,0.099871,0.199986,-0.799555,-0.408060,1.602879,2.386823
200,-0.538761,2.048012,0.101193,0.205315,-0.737100,-0.340423,1.645594,2.450430
200,-0.439010,2.268844,0.106509,0.227454,-0.647768,-0.230252,1.823034,2.714653
200,-0.519157,2.137322,0.103376,0.214268,-0.721774,-0.316540,1.717355,2.557288
200,-0.484578,2.076448,0.101893,0.208166,-0.684289,-0.284867,1.668443,2.484453
200,-0.615303,2.171355,0.104196,0.217680,-0.819527,-0.411079,1.744701,2.598009
200,-0.556370,2.045765,0.101138,0.205090,-0.754600,-0.358140,1.643789,2.447741
200,-0.486289,2.041874,0.101041,0.204700,-0.684330,-0.288248,1.640663,2.443086
200,-0.566034,1.922843,0.098052,0.192767,-0.758216,-0.373852,1.545020,2.300666
200,-0.557930,1.754106,0.093651,0.175851,-0.741486,-0.374373,1.409438,2.098773
200,-0.397280,2.000221,0.100006,0.200524,-0.593291,-0.201269,1.607194,2.393248
200,-0.732973,2.065520,0.101625,0.207070,-0.932158,-0.533788,1.659662,2.471378
200,-0.561452,1.953926,0.098841,0.195883,-0.755181,-0.367723,1.569995,2.337856
200,-0.405328,2.138127,0.103396,0.214349,-0.607984,-0.202673,1.718002,2.558251
200,-0.490715,1.948417,0.098702,0.195331,-0.684171,-0.297259,1.565569,2.331265
200,-0.596888,2.106750,0.102634,0.211204,-0.798051,-0.395725,1.692791,2.520710
200,-0.456757,2.271673,0.106576,0.227737,-0.665646,-0.247869,1.825308,2.718038
200,-0.597459,1.865162,0.096570,0.186984,-0.786737,-0.408181,1.498673,2.231651
200,-0.647135,2.276432,0.106687,0.228214,-0.856242,-0.438029,1.829132,2.723732
200,-0.588715,1.792073,0.094659,0.179657,-0.774247,-0.403183,1.439945,2.144201
200,-0.266858,2.113413,0.102796,0.211872,-0.468339,-0.065378,1.698145,2.528682
200,-0.614679,1.969414,0.099232,0.197436,-0.809175,-0.420184,1.582440,2.356387
200,-0.390982,1.846876,0.096096,0.185151,-0.579329,-0.202634,1.483980,2.209772
200,-0.485300,2.304979,0.107354,0.231076,-0.695714,-0.274886,1.852070,2.757889
200,-0.551461,1.849981,0.096176,0.185462,-0.739967,-0.362955,1.486475,2.213487
200,-0.419883,1.987654,0.099691,0.199264,-0.615277,-0.224489,1.597096,2.378212
200,-0.315951,1.873613,0.096789,0.187831,-0.505657,-0.126245,1.505463,2.241762
200,-0.518939,2.006561,0.100164,0.201160,-0.715261,-0.322618,1.612288,2.400834
200,-0.526474,1.731839,0.093055,0.173618,-0.708862,-0.344087,1.391547,2.072131
200,-0.466028,1.770250,0.094081,0.177469,-0.650427,-0.281629,1.422410,2.118090
200,-0.348081,2.135839,0.103340,0.214120,-0.550628,-0.145534,1.716164,2.555514
200,-0.296296,1.799589,0.094858,0.180411,-0.482217,-0.110375,1.445985,2.153194
200,-0.459845,1.540125,0.087753,0.154399,-0.631842,-0.287849,1.237503,1.842747
200,-0.559729,1.901710,0.097512,0.190648,-0.750852,-0.368606,1.528040,2.275381
200,-0.409858,1.988528,0.099713,0.199352,-0.605295,-0.214421,1.597799,2.379258
200,-0.389872,2.206269,0.105030,0.221181,-0.595732,-0.184013,1.772755,2.639782
200,-0.491024,2.077591,0.101921,0.208280,-0.690790,-0.291258,1.669362,2.485821
200,-0.576886,1.979163,0.099478,0.198413,-0.771862,-0.381909,1.590273,2.368052
200,-0.383147,2.191734,0.104684,0.219723,-0.588327,-0.177967,1.761076,2.622392
200,-0.543166,2.007691,0.100192,0.201273,-0.739543,-0.346790,1.613196,2.402185
200,-0.589975,2.188609,0.104609,0.219410,-0.795008,-0.384941,1.758565,2.618653
200,-0.302158,2.201999,0.104929,0.220752,-0.507818,-0.096498,1.769324,2.634674
200,-0.417184,1.868261,0.096650,0.187295,-0.606619,-0.227749,1.501163,2.235359
200,-0.500590,1.617271,0.089924,0.162133,-0.676842,-0.324339,1.299490,1.935052
200,-0.596583,1.849260,0.096158,0.185390,-0.785052,-0.408114,1.485895,2.212624
200,-0.753463,2.090379,0.102235,0.209562,-0.953843,-0.553084,1.679636,2.501121
200,-0.487955,2.013151,0.100328,0.201820,-0.684598,-0.291312,1.617584,2.408719
200,-0.463928,2.051940,0.101290,0.205709,-0.662456,-0.265399,1.648750,2.455129
200,-0.573215,1.898882,0.097439,0.190365,-0.764196,-0.382234,1.525767,2.271997
200,-0.504192,1.846797,0.096094,0.185143,-0.692536,-0.315849,1.483917,2.209678
200,-0.411869,1.791965,0.094656,0.179646,-0.597395,-0.226342,1.439859,2.144072
200,-0.610286,2.069458,0.101722,0.207465,-0.809661,-0.410912,1.662826,2.476090
200,-0.463839,1.656429,0.091006,0.166059,-0.642211,-0.285466,1.330954,1.981904
200,-0.538068,2.019925,0.100497,0.202499,-0.735042,-0.341094,1.623026,2.416823
200,-0.413174,2.000211,0.100005,0.200523,-0.609185,-0.217164,1.607186,2.393236
200,-0.739952,1.715071,0.092603,0.171938,-0.921454,-0.558449,1.378074,2.052069
200,-0.562388,1.990833,0.099771,0.199583,-0.757938,-0.366837,1.599651,2.382016
200,-0.667564,1.843056,0.095996,0.184768,-0.855716,-0.479411,1.480910,2.205201
200,-0.365210,2.061770,0.101532,0.206694,-0.564214,-0.166206,1.656649,2.466891
200,-0.556090,1.931181,0.098264,0.193603,-0.748688,-0.363491,1.551720,2.310642
200,-0.413037,2.154993,0.103803,0.216040,-0.616490,-0.209584,1.731554,2.578431
200,-0.486622,2.110617,0.102728,0.211591,-0.687969,-0.285274,1.695898,2.525336
200,-0.518478,2.282914,0.106839,0.228864,-0.727883,-0.309074,1.834340,2.731488
200,-0.422533,2.039471,0.100982,0.204459,-0.620457,-0.224608,1.638732,2.440211
200,-0.422575,1.620339,0.090009,0.162441,-0.598993,-0.246156,1.301956,1.938723
200,-0.455873,1.924860,0.098104,0.192969,-0.648156,-0.263591,1.546641,2.303079
200,-0.504642,2.138759,0.103411,0.214413,-0.707328,-0.301957,1.718511,2.559008
200,-0.475929,2.152167,0.103734,0.215757,-0.679249,-0.272610,1.729283,2.575050
200,-0.552755,2.008942,0.100223,0.201398,-0.749192,-0.356317,1.614201,2.403683
200,-0.443536,2.158380,0.103884,0.216380,-0.647148,-0.239923,1.734276,2.582485
200,-0.286025,1.659110,0.091080,0.166327,-0.464542,-0.107509,1.333109,1.985112
200,-0.442210,2.257114,0.106234,0.226278,-0.650428,-0.233992,1.813609,2.700618
200,-0.731425,2.034717,0.100864,0.203982,-0.929119,-0.533731,1.634912,2.434522
200,-0.481851,1.682567,0.091721,0.168679,-0.661625,-0.302077,1.351956,2.013177
200,-0.369621,2.252438,0.106123,0.225809,-0.577623,-0.161619,1.809852,2.695024
200,-0.484965,2.017499,0.100437,0.202256,-0.681820,-0.288109,1.621077,2.413921
200,-0.493476,2.240250,0.105836,0.224587,-0.700914,-0.286037,1.800059,2.680441
200,-0.504131,1.816240,0.095295,0.182080,-0.690910,-0.317353,1.459364,2.173116
200,-0.545408,1.820781,0.095414,0.182535,-0.732420,-0.358396,1.463012,2.178549
200,-0.449719,1.719837,0.092732,0.172415,-0.631474,-0.267965,1.381903,2.057771
200,-0.404701,2.022010,0.100549,0.202708,-0.601776,-0.207625,1.624702,2.419319
200,-0.328414,2.164096,0.104022,0.216953,-0.532297,-0.124532,1.738869,2.589324
200,-0.511103,1.847441,0.096110,0.185208,-0.699479,-0.322727,1.484434,2.210448
200,-0.465101,1.728823,0.092974,0.173316,-0.647329,-0.282872,1.389124,2.068523
200,-0.469746,2.278505,0.106736,0.228422,-0.678949,-0.260544,1.830797,2.726213
200,-0.540641,2.164040,0.104020,0.216947,-0.744521,-0.336762,1.738824,2.589256
200,-0.485380,1.759636,0.093799,0.176405,-0.669225,-0.301534,1.413882,2.105390
200,-0.525199,1.866339,0.096601,0.187102,-0.714536,-0.335861,1.499618,2.233059
200,-0.510988,1.878846,0.096924,0.188356,-0.700958,-0.321017,1.509668,2.248023
200,-0.541771,1.975536,0.099387,0.198049,-0.736568,-0.346973,1.587359,2.363713
200,-0.467374,2.037505,0.100933,0.204262,-0.665203,-0.269544,1.637152,2.437858
200,-0.387064,1.936476,0.098399,0.194133,-0.579926,-0.194201,1.555974,2.316977
200,-0.422434,2.013369,0.100334,0.201842,-0.619088,-0.225780,1.617759,2.408980
200,-0.644701,1.732976,0.093085,0.173732,-0.827148,-0.462254,1.392460,2.073491
200,-0.404155,1.916820,0.097898,0.192163,-0.596036,-0.212274,1.540180,2.293459
200,-0.609331,2.093004,0.102299,0.209826,-0.809837,-0.408826,1.681746,2.504262
200,-0.299817,1.905798,0.097617,0.191058,-0.491145,-0.108488,1.531324,2.280272
200,-0.636563,2.175331,0.104291,0.218079,-0.840974,-0.432152,1.747897,2.602766
200,-0.613987,1.839811,0.095912,0.184443,-0.801974,-0.426000,1.478304,2.201319
200,-0.331540,2.344081,0.108261,0.234996,-0.543732,-0.119349,1.883488,2.804674
200,-0.625487,1.894615,0.097330,0.189937,-0.816253,-0.434721,1.522339,2.266891
200,-0.614131,2.223346,0.105436,0.222893,-0.820785,-0.407477,1.786476,2.660215
200,-0.626812,1.993097,0.099827,0.199810,-0.822473,-0.431150,1.601469,2.384724
200,-0.551546,2.208882,0.105092,0.221443,-0.757527,-0.345565,1.774855,2.642910
200,-0.437856,1.811956,0.095183,0.181650,-0.624414,-0.251297,1.455922,2.167991
200,-0.617897,1.786243,0.094505,0.179073,-0.803127,-0.432667,1.435261,2.137225
200,-0.495637,2.111264,0.102744,0.211656,-0.697015,-0.294259,1.696418,2.526111
200,-0.568180,1.999398,0.099985,0.200441,-0.764151,-0.372210,1.606532,2.392263
200,-0.499128,1.892920,0.097286,0.189767,-0.689809,-0.308447,1.520977,2.264863
200,-0.509828,2.207532,0.105060,0.221307,-0.715746,-0.303910,1.773770,2.641294
200,-0.584143,2.474891,0.111241,0.248110,-0.802174,-0.366111,1.988595,2.961187
200,-0.678372,2.121169,0.102985,0.212649,-0.880222,-0.476522,1.704377,2.537962
200,-0.417089,1.949828,0.098738,0.195472,-0.610615,-0.223563,1.566703,2.332954
200,-0.783806,1.831101,0.095684,0.183570,-0.971347,-0.596264,1.471305,2.190898
200,-0.474717,1.908434,0.097684,0.191322,-0.666178,-0.283257,1.533442,2.283425
200,-0.501425,2.091918,0.102272,0.209717,-0.701879,-0.300972,1.680873,2.502962
